batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch1281,Galega,4.36,57.26,21.68,0.04,25.8,33.9,1.46,10.3,19.91,314.95,0.29,4.46,1.46,0.13,0.0054,5.3,3.2,3.9,True
batch1282,Arbequina,1.94,55.54,20.69,0.21,31.8,34.2,0.77,10.4,15.85,422.98,0.53,6.24,1.53,0.15,0.0071,3.2,4.2,5.1,False
batch1283,Arbequina,3.19,48.06,17.64,0.03,23.9,31.2,0.32,9.7,16.5,368.41,0.24,3.26,1.42,0.12,0.0044,4.6,3.8,4.4,True
batch1284,Arbequina,3.61,49.8,19.72,0.06,20.1,49.2,1.25,14.9,13.78,221.45,0.37,4.34,1.44,0.15,0.0083,4.2,1.8,2.5,True
batch1285,Arbequina,2.45,46.91,19.74,0.01,27.3,31.2,2.31,9.5,19.74,431.55,0.23,3.97,1.45,0.1,0.0056,4.9,4.2,5.2,True
batch1286,Cobrançosa,2.93,48.38,20.15,0.46,28.3,36.1,2.72,0.1,16.64,488.13,0.89,6.16,1.65,0.2,0.0089,4.7,4.7,6.2,False
batch1287,Picual,1.8,54.68,19.54,0.09,31.5,51.7,1.88,10.8,14.94,300.79,0.45,11.97,1.93,0.16,0.0065,2.9,3.1,3.6,True
batch1288,Cobrançosa,3.74,57.58,15.63,0.09,23.7,36.8,0.66,8.8,13.34,303.28,0.37,3.96,1.55,0.15,0.0045,4.5,3.3,3.6,True
batch1289,Cobrançosa,2.75,57.01,14.88,0.31,25.0,46.0,1.69,14.2,11.5,275.33,0.74,7.31,1.7,0.17,0.0093,4.9,2.8,3.0,False
batch1290,Galega,2.41,50.62,16.18,0.25,31.4,29.1,2.9,5.0,12.96,486.9,0.56,7.0,1.57,0.16,0.0059,2.4,5.1,6.6,False
batch1291,Arbequina,2.21,50.95,20.68,0.06,25.6,53.8,2.9,11.1,16.82,274.96,0.36,7.93,1.54,0.13,0.0044,4.6,2.6,3.3,True
batch1292,Picual,4.14,47.26,14.66,0.13,21.6,35.1,2.22,2.1,11.9,370.72,0.43,2.35,1.48,0.14,0.0053,4.3,3.6,4.2,True
batch1293,Cobrançosa,4.16,47.79,21.53,0.19,20.2,52.7,0.9,3.6,13.73,254.87,0.62,6.2,1.7,0.17,0.0069,4.2,2.6,2.8,True
batch1294,Cobrançosa,1.95,54.49,19.91,0.38,23.1,49.3,2.17,6.2,14.42,313.73,0.84,6.45,1.58,0.18,0.0091,4.7,3.0,3.7,False
batch1295,Arbequina,4.46,45.33,15.14,0.69,20.0,34.0,0.24,8.3,7.95,290.26,1.28,2.11,1.37,0.23,0.013,4.1,3.3,3.3,False
batch1296,Cobrançosa,4.23,46.59,21.61,0.06,20.3,28.5,0.14,10.7,16.08,288.6,0.3,2.0,1.46,0.14,0.0052,4.3,2.8,3.5,True
batch1297,Galega,4.13,45.9,18.28,0.45,26.5,45.4,1.16,12.3,15.02,245.45,0.97,6.89,1.65,0.2,0.0084,5.0,2.4,3.0,False
batch1298,Arbequina,3.8,57.04,14.77,0.11,28.9,29.4,0.72,8.1,12.76,402.46,0.34,4.44,1.44,0.14,0.0058,4.2,3.8,4.8,True
batch1299,Galega,2.94,50.01,16.36,0.1,27.7,50.5,2.54,7.3,15.05,306.48,0.43,8.64,1.6,0.14,0.0069,4.5,2.9,3.5,True
batch1300,Picual,3.06,53.04,14.36,0.08,28.6,50.4,2.34,12.1,12.78,286.32,0.43,8.68,1.71,0.15,0.0069,4.3,2.7,3.3,True
batch1301,Cobrançosa,3.58,52.88,16.07,0.22,27.5,39.1,0.5,14.5,13.98,282.96,0.58,6.15,1.59,0.15,0.0065,4.6,3.0,3.2,False
batch1302,Picual,2.67,55.21,16.21,0.34,22.6,42.7,0.67,0.8,12.3,403.85,0.77,4.51,1.41,0.19,0.0082,4.4,4.1,4.8,False
batch1303,Galega,4.08,56.32,16.59,0.28,31.0,51.8,2.21,7.3,11.59,266.23,0.75,10.74,1.82,0.18,0.0082,2.9,2.2,3.4,False
batch1304,Cobrançosa,3.72,47.73,18.69,0.27,26.2,47.1,2.44,14.4,16.37,228.97,0.64,8.36,1.73,0.16,0.0072,4.6,2.2,2.7,False
batch1305,Cobrançosa,2.84,47.79,20.82,0.15,31.6,47.2,0.26,4.3,17.09,353.62,0.53,10.07,1.79,0.14,0.0067,2.6,3.3,4.6,True
batch1306,Picual,3.53,57.88,16.18,0.02,21.5,35.7,2.77,10.5,12.8,320.74,0.25,2.91,1.33,0.13,0.0041,4.3,3.2,4.2,True
batch1307,Picual,3.9,46.32,17.2,0.06,30.7,29.7,0.39,11.0,15.74,361.51,0.27,6.09,1.55,0.14,0.0067,3.1,3.8,4.5,True
batch1308,Picual,4.37,53.28,18.19,0.61,22.1,34.1,1.47,1.4,12.01,354.45,1.14,3.44,1.43,0.21,0.0103,4.7,3.5,4.2,False
batch1309,Picual,3.83,46.01,16.84,0.02,23.2,31.9,0.98,10.5,15.55,337.44,0.23,2.58,1.42,0.11,0.004,4.3,3.3,4.2,True
batch1310,Cobrançosa,3.77,45.29,16.67,0.09,28.5,47.0,1.61,3.0,15.58,319.23,0.43,8.44,1.67,0.14,0.0068,4.4,3.3,3.9,True
batch1311,Galega,3.33,55.5,17.11,0.8,31.0,40.1,2.24,2.7,10.34,377.27,1.46,8.55,1.63,0.24,0.0127,3.2,3.9,4.3,False
batch1312,Picual,3.6,49.97,18.56,0.04,23.2,48.2,0.87,13.8,16.28,234.13,0.35,7.34,1.69,0.13,0.0051,4.6,1.7,2.6,True
batch1313,Arbequina,3.17,53.0,16.56,0.38,29.0,33.8,2.54,11.9,13.33,359.54,0.79,6.46,1.58,0.18,0.0064,3.9,4.0,4.2,False
batch1314,Cobrançosa,4.36,45.5,14.95,0.04,22.6,40.8,2.47,6.3,13.22,299.38,0.33,4.66,1.47,0.14,0.0065,4.8,2.9,3.5,True
batch1315,Arbequina,3.56,56.76,14.51,0.45,30.7,25.5,2.22,4.0,9.38,457.45,0.91,5.6,1.62,0.19,0.0089,3.1,4.8,5.6,False
batch1316,Cobrançosa,2.23,48.75,17.79,0.57,22.3,32.8,0.65,14.9,12.13,351.17,1.07,2.25,1.35,0.2,0.0088,4.2,3.7,4.2,False
batch1317,Cobrançosa,2.95,56.78,20.84,0.07,28.6,42.2,2.38,0.6,18.51,427.72,0.34,5.92,1.54,0.14,0.0059,4.5,4.3,5.0,True
batch1318,Cobrançosa,3.09,54.25,18.42,0.01,25.8,52.0,2.83,14.2,15.55,223.53,0.35,9.0,1.65,0.16,0.0056,4.5,2.6,2.6,True
batch1319,Galega,2.87,57.63,14.7,0.18,20.1,40.0,0.48,14.0,9.35,283.68,0.52,2.7,1.37,0.15,0.0062,4.4,2.9,3.2,True
batch1320,Galega,2.82,56.73,17.28,0.3,25.6,37.7,0.67,10.1,13.98,367.14,0.68,4.85,1.47,0.15,0.009,4.8,4.0,4.2,False
batch1321,Arbequina,4.18,50.41,21.72,0.09,27.5,43.8,0.52,9.8,20.77,277.83,0.37,6.38,1.67,0.13,0.006,4.9,2.7,3.4,True
batch1322,Cobrançosa,3.12,55.25,20.48,0.59,31.1,46.2,0.69,6.3,13.62,341.82,1.16,8.89,1.66,0.22,0.0113,3.1,3.2,4.1,False
batch1323,Arbequina,2.78,50.91,21.9,0.03,21.0,41.9,0.49,10.2,17.74,299.07,0.31,4.1,1.39,0.14,0.0069,4.2,3.2,3.6,True
batch1324,Picual,2.87,53.86,14.58,0.36,25.6,34.8,0.82,4.1,11.65,433.73,0.79,3.78,1.43,0.18,0.0097,5.1,4.4,4.9,False
batch1325,Arbequina,3.89,53.17,14.41,0.12,29.9,27.6,1.75,3.6,12.38,452.56,0.39,4.41,1.52,0.15,0.0068,3.4,4.3,5.5,True
batch1326,Galega,2.58,46.01,18.03,0.06,28.6,46.0,2.23,1.3,17.31,406.99,0.33,9.05,1.72,0.12,0.0055,4.4,4.0,4.8,True
batch1327,Galega,3.86,51.26,18.66,0.1,22.9,47.2,2.95,4.1,15.88,282.99,0.44,5.41,1.49,0.15,0.007,5.1,2.9,3.0,True
batch1328,Arbequina,2.48,46.24,20.25,0.18,31.9,48.1,0.05,11.9,16.03,289.36,0.55,11.31,1.86,0.17,0.0062,2.7,2.9,3.5,True
batch1329,Galega,2.79,45.77,20.05,0.1,29.0,52.0,0.46,7.0,16.94,308.71,0.45,10.45,1.76,0.16,0.0069,3.6,3.3,3.9,True
batch1330,Galega,3.4,54.6,21.43,0.64,27.0,39.2,0.55,13.3,15.36,315.33,1.22,6.55,1.56,0.21,0.0102,4.9,3.1,4.0,False
batch1331,Cobrançosa,2.53,55.24,15.36,0.26,21.1,50.0,0.97,0.7,10.2,352.82,0.68,5.24,1.62,0.18,0.0061,4.2,3.6,4.5,False
batch1332,Cobrançosa,2.08,50.19,14.84,0.03,28.1,33.5,0.14,0.1,14.5,529.61,0.25,4.31,1.43,0.11,0.0054,4.4,5.3,6.0,True
batch1333,Picual,4.13,52.74,19.13,0.3,20.7,34.0,2.65,0.8,13.14,367.66,0.67,2.0,1.31,0.18,0.0073,4.3,3.6,4.2,False
batch1334,Arbequina,4.36,47.27,14.43,0.37,30.0,47.5,0.89,13.7,11.39,251.72,0.82,10.59,1.76,0.19,0.0094,3.5,2.5,3.1,False
batch1335,Arbequina,3.75,46.99,15.52,0.05,29.9,27.2,2.91,6.7,13.59,421.41,0.22,4.39,1.39,0.13,0.0065,3.5,4.6,5.0,True
batch1336,Cobrançosa,3.42,53.44,17.99,0.12,23.2,42.0,2.92,5.9,15.44,317.26,0.43,4.56,1.45,0.14,0.0063,4.5,3.0,3.7,True
batch1337,Galega,2.85,53.36,14.73,0.14,29.3,50.0,0.82,11.7,12.41,288.77,0.5,10.16,1.8,0.14,0.0076,4.4,3.0,3.3,True
batch1338,Galega,2.57,47.61,14.09,0.29,30.6,36.1,0.8,6.5,11.64,444.81,0.65,7.01,1.56,0.16,0.0069,3.2,4.0,5.3,False
batch1339,Cobrançosa,3.85,56.77,20.36,0.05,25.3,33.8,0.5,3.9,18.15,384.8,0.3,4.57,1.5,0.13,0.0053,4.5,3.7,4.5,True
batch1340,Picual,3.54,55.58,21.57,0.03,23.0,54.7,2.98,8.6,15.08,230.93,0.39,6.99,1.6,0.14,0.0052,4.7,2.2,2.8,True
batch1341,Picual,3.93,55.76,16.56,0.04,23.2,37.6,1.06,6.0,13.98,345.14,0.31,3.7,1.44,0.13,0.0049,4.7,3.2,4.0,True
batch1342,Cobrançosa,4.46,46.87,19.89,0.05,20.5,48.0,0.06,10.4,15.04,233.97,0.37,4.59,1.46,0.14,0.0055,4.3,1.9,2.9,True
batch1343,Picual,1.99,54.62,18.88,0.16,23.5,32.5,2.58,14.5,15.81,362.04,0.46,2.83,1.38,0.14,0.0041,4.4,3.6,4.2,True
batch1344,Arbequina,3.11,53.37,17.8,0.01,20.8,25.4,1.82,5.3,12.64,396.63,0.22,2.0,1.41,0.13,0.0054,4.5,3.8,4.9,True
batch1345,Galega,3.54,53.38,19.71,0.06,32.0,51.7,2.2,5.7,14.84,289.63,0.4,11.22,1.84,0.15,0.0068,2.2,2.7,3.6,True
batch1346,Galega,3.79,56.36,19.28,0.45,20.6,52.5,0.94,13.6,10.11,197.25,1.0,6.27,1.64,0.2,0.0082,4.3,1.7,2.1,False
batch1347,Cobrançosa,3.66,48.58,16.15,0.0,30.0,34.4,1.99,7.2,15.36,388.22,0.21,6.86,1.51,0.11,0.0061,3.5,3.9,4.4,True
batch1348,Picual,2.07,52.14,15.69,0.28,28.5,31.6,0.44,6.7,13.5,488.23,0.63,4.11,1.43,0.17,0.0074,4.1,4.7,5.9,False
batch1349,Picual,2.13,52.03,18.13,0.19,22.5,35.3,2.57,8.3,14.34,403.05,0.51,2.37,1.38,0.15,0.0057,4.9,4.1,5.0,True
batch1350,Cobrançosa,2.26,57.32,20.12,0.03,23.5,42.3,2.7,9.5,17.22,343.94,0.28,4.9,1.42,0.13,0.0057,4.9,3.2,4.4,True
batch1351,Picual,3.8,54.58,18.1,0.41,29.4,31.8,0.29,3.6,14.24,437.54,0.81,5.52,1.55,0.18,0.0075,4.0,4.2,5.3,False
batch1352,Arbequina,3.18,46.24,17.7,0.26,24.8,42.2,1.08,2.1,15.35,378.39,0.67,5.22,1.5,0.17,0.0079,4.5,3.9,4.3,False
batch1353,Picual,2.92,55.88,20.42,0.93,25.4,26.6,2.58,2.8,11.23,464.21,1.57,2.0,1.4,0.27,0.01,5.1,4.7,5.9,False
batch1354,Picual,4.2,45.28,19.16,0.06,22.2,34.4,2.74,3.2,16.25,339.83,0.31,2.24,1.31,0.14,0.0065,4.4,3.3,4.3,True
batch1355,Arbequina,4.41,50.28,21.39,0.03,21.8,43.8,1.59,3.8,18.35,278.28,0.34,5.0,1.51,0.14,0.005,4.5,3.0,3.0,True
batch1356,Picual,2.13,53.51,21.12,0.04,26.2,50.0,2.89,3.7,19.03,350.67,0.34,8.35,1.61,0.15,0.0061,5.0,3.3,4.0,True
batch1357,Arbequina,2.57,50.11,16.48,0.0,20.3,28.7,1.76,13.1,12.51,358.19,0.19,2.0,1.36,0.12,0.0044,3.9,3.6,4.5,True
batch1358,Cobrançosa,2.39,52.48,16.76,0.12,23.5,52.2,2.53,14.0,13.19,274.18,0.51,6.97,1.62,0.15,0.0073,4.1,2.9,3.0,True
batch1359,Cobrançosa,3.28,47.1,15.54,0.09,23.0,38.4,0.94,1.5,13.52,374.43,0.35,4.0,1.43,0.14,0.007,4.6,3.6,4.8,True
batch1360,Arbequina,3.7,57.64,20.89,0.48,23.4,32.3,2.56,11.1,14.45,314.06,0.98,3.34,1.37,0.2,0.0064,4.5,3.2,3.6,False
batch1361,Arbequina,1.83,56.1,15.73,0.08,23.9,35.6,0.83,0.6,13.98,490.09,0.36,3.88,1.51,0.13,0.0068,4.6,5.0,5.8,True
batch1362,Arbequina,2.46,48.94,16.39,0.22,31.3,25.2,2.07,9.6,12.03,438.02,0.54,5.4,1.53,0.13,0.0064,2.8,4.5,5.1,False
batch1363,Galega,3.58,52.55,14.21,0.1,31.4,30.9,1.79,6.7,12.1,414.55,0.35,7.05,1.57,0.15,0.0049,2.5,4.3,5.0,True
batch1364,Picual,1.95,50.16,20.99,0.06,22.3,47.3,0.02,6.9,18.15,343.47,0.41,6.31,1.42,0.12,0.0067,4.4,3.5,3.9,True
batch1365,Picual,3.9,50.81,18.13,0.62,25.2,42.7,2.29,10.6,13.53,273.45,1.19,6.22,1.53,0.24,0.01,4.8,2.7,3.2,False
batch1366,Picual,3.38,48.07,20.03,0.54,23.9,44.6,0.99,5.6,15.06,330.37,1.07,5.79,1.48,0.2,0.0081,4.8,3.5,3.9,False
batch1367,Galega,2.92,46.59,20.22,0.1,30.3,46.0,0.45,10.1,18.25,336.67,0.43,9.1,1.55,0.14,0.0061,3.4,3.4,4.1,True
batch1368,Galega,3.81,54.75,18.56,0.62,27.2,32.3,1.66,1.2,13.68,448.81,1.1,4.2,1.49,0.21,0.01,5.0,4.8,5.2,False
batch1369,Galega,2.16,51.1,14.45,0.12,25.2,47.6,0.34,5.3,13.37,358.96,0.47,6.7,1.49,0.14,0.0066,5.2,3.4,4.2,True
batch1370,Cobrançosa,4.14,50.48,21.9,0.03,21.4,51.8,1.63,14.7,16.22,187.08,0.37,6.53,1.63,0.14,0.0059,4.6,1.6,2.0,True
batch1371,Galega,2.63,47.33,19.23,0.39,23.4,51.1,1.65,0.4,13.61,333.96,0.89,5.71,1.57,0.19,0.0079,4.7,3.3,4.0,False
batch1372,Cobrançosa,1.95,48.12,21.89,0.34,30.0,53.2,1.49,10.9,15.8,311.67,0.83,10.4,1.79,0.19,0.009,3.4,2.9,3.8,False
batch1373,Arbequina,3.26,50.81,14.82,0.03,29.6,51.0,0.72,14.6,13.26,243.53,0.36,10.26,1.78,0.12,0.0058,3.6,2.3,2.7,True
batch1374,Picual,3.23,53.24,14.37,0.36,26.7,49.5,0.8,4.1,11.8,314.41,0.84,7.9,1.66,0.18,0.0087,5.1,3.6,3.9,False
batch1375,Picual,2.45,51.16,16.22,0.35,25.5,30.8,2.34,1.7,13.65,500.07,0.71,2.46,1.4,0.18,0.0073,4.9,4.9,6.1,False
batch1376,Cobrançosa,2.03,50.86,21.3,0.07,21.6,46.3,1.78,11.6,17.83,312.91,0.39,5.24,1.49,0.15,0.0057,4.7,3.4,3.5,True
batch1377,Picual,4.06,48.89,18.82,0.41,22.3,45.1,1.29,2.3,14.35,294.39,0.87,5.39,1.52,0.19,0.0077,4.6,2.9,3.5,False
batch1378,Galega,2.5,55.82,18.79,0.81,31.6,26.8,2.89,8.2,9.87,444.72,1.41,6.69,1.63,0.26,0.0095,2.6,4.2,5.3,False
batch1379,Picual,3.36,47.83,18.58,0.12,24.5,52.3,0.18,1.0,15.06,295.68,0.45,8.09,1.68,0.15,0.0061,4.5,3.1,3.6,True
batch1380,Cobrançosa,3.23,48.61,17.18,0.06,29.3,51.2,1.64,7.5,14.84,297.16,0.4,9.18,1.69,0.15,0.0052,3.8,3.2,3.4,True
batch1381,Arbequina,2.0,57.14,20.02,0.56,31.5,49.2,1.93,11.4,12.47,303.78,1.13,11.89,1.84,0.21,0.0089,2.8,3.3,3.7,False
batch1382,Cobrançosa,3.2,45.93,15.28,0.4,27.5,55.0,2.55,1.0,10.34,320.27,0.92,10.88,1.8,0.18,0.0084,4.8,3.5,4.3,False
batch1383,Picual,2.33,56.64,17.04,0.65,28.8,54.4,1.84,0.3,9.57,355.32,1.3,9.48,1.79,0.24,0.0087,4.0,3.8,4.3,False
batch1384,Picual,3.39,56.77,17.57,0.12,25.8,51.7,1.12,0.5,14.46,319.72,0.49,8.07,1.59,0.18,0.0057,5.0,3.3,4.0,True
batch1385,Cobrançosa,4.3,55.41,18.55,0.13,21.9,32.7,1.71,0.7,14.68,377.58,0.41,2.71,1.45,0.14,0.0056,4.9,3.9,4.2,True
batch1386,Arbequina,3.19,55.04,20.69,0.04,20.6,28.1,1.53,1.7,15.01,429.77,0.25,2.0,1.37,0.11,0.0059,4.2,4.2,5.0,True
batch1387,Picual,3.5,51.68,15.32,0.03,26.0,54.8,1.95,5.0,12.08,268.23,0.35,8.96,1.7,0.13,0.0049,4.8,2.6,3.0,True
batch1388,Galega,2.5,47.23,19.52,0.47,29.0,49.9,0.22,6.1,14.7,362.44,0.96,9.8,1.68,0.2,0.011,4.0,3.1,4.4,False
batch1389,Galega,2.73,56.18,16.02,0.55,23.8,42.4,0.11,8.6,11.04,338.6,1.11,5.39,1.51,0.19,0.008,4.6,3.4,3.7,False
batch1390,Galega,4.22,55.96,21.25,0.37,29.6,52.4,1.58,3.5,14.72,287.26,0.84,11.03,1.85,0.17,0.0064,3.3,2.9,3.2,False
batch1391,Arbequina,3.93,48.03,21.49,0.23,23.5,50.9,1.17,1.5,17.11,274.98,0.63,6.82,1.55,0.18,0.0064,4.3,2.7,3.3,False
batch1392,Picual,3.53,49.3,18.81,0.1,25.1,40.8,2.36,7.4,17.91,334.51,0.42,5.5,1.55,0.14,0.0056,4.4,3.4,4.1,True
batch1393,Cobrançosa,2.66,55.95,14.85,0.62,21.6,49.0,2.17,12.1,8.41,269.45,1.26,5.95,1.54,0.22,0.0095,4.6,2.4,3.0,False
batch1394,Cobrançosa,2.75,52.7,19.9,0.1,23.1,31.2,0.98,5.0,17.06,432.96,0.39,2.55,1.43,0.15,0.0071,4.7,4.3,5.3,True
batch1395,Galega,3.85,57.94,16.49,0.58,23.4,49.5,0.73,3.5,10.59,273.92,1.22,6.57,1.51,0.24,0.0096,4.8,2.7,3.3,False
batch1396,Cobrançosa,4.47,48.17,15.1,0.11,20.9,38.8,2.79,5.3,11.72,314.99,0.41,3.26,1.38,0.15,0.0066,4.5,3.3,4.0,True
batch1397,Galega,4.14,53.31,16.2,0.19,25.8,47.6,2.71,7.4,14.22,296.65,0.56,7.3,1.61,0.16,0.0078,4.9,2.7,3.7,True
batch1398,Galega,1.87,54.35,19.7,0.3,20.7,48.9,2.96,12.4,13.38,281.36,0.69,5.64,1.46,0.18,0.0083,4.1,2.7,3.6,False
batch1399,Galega,3.54,55.43,14.28,0.06,20.3,37.1,1.23,7.1,10.74,327.94,0.32,3.39,1.32,0.14,0.0058,4.6,3.4,3.6,True
batch1400,Arbequina,4.09,45.27,21.01,0.82,21.5,46.8,0.73,4.5,12.03,270.94,1.51,5.78,1.55,0.25,0.0123,4.4,3.0,3.2,False
batch1401,Picual,4.24,51.38,17.81,0.31,21.4,50.6,2.53,12.9,11.98,224.82,0.79,6.53,1.58,0.18,0.0067,4.3,2.5,2.8,False
batch1402,Arbequina,4.25,49.65,14.72,0.61,24.1,40.0,1.23,1.9,11.04,347.28,1.18,3.83,1.4,0.22,0.0104,4.8,3.5,3.9,False
batch1403,Cobrançosa,1.95,48.62,19.33,0.24,23.6,51.5,1.37,3.7,15.0,342.42,0.67,6.78,1.53,0.18,0.0069,4.4,3.4,4.2,False
batch1404,Picual,3.53,52.71,18.9,0.06,31.2,50.4,2.72,1.7,15.24,319.0,0.37,9.26,1.78,0.13,0.0062,2.8,3.3,3.4,True
batch1405,Cobrançosa,4.46,56.38,15.77,0.16,31.3,51.9,2.59,13.7,11.62,201.42,0.54,11.95,1.86,0.15,0.0072,3.0,2.4,2.7,True
batch1406,Arbequina,3.59,55.38,16.45,0.3,27.3,47.8,0.96,1.6,13.69,342.5,0.74,8.25,1.67,0.16,0.0094,4.8,3.4,4.2,False
batch1407,Arbequina,3.17,49.5,19.94,0.39,26.9,47.9,0.89,9.1,16.3,314.41,0.89,8.65,1.65,0.19,0.0089,5.0,3.0,3.8,False
batch1408,Arbequina,2.36,48.33,18.17,0.02,30.0,33.2,1.66,8.5,17.01,462.72,0.23,7.04,1.57,0.13,0.0047,3.5,4.6,5.3,True
batch1409,Galega,3.05,57.92,21.69,0.35,20.3,29.6,0.69,5.8,13.05,398.08,0.73,2.0,1.28,0.17,0.0081,4.2,4.2,4.8,False
batch1410,Galega,2.99,45.03,17.78,0.03,27.5,31.9,2.33,12.1,17.69,373.45,0.27,5.64,1.5,0.13,0.0062,5.1,3.6,4.7,True
batch1411,Cobrançosa,3.29,56.71,19.07,0.04,21.5,30.1,0.88,1.4,14.87,434.32,0.24,2.0,1.41,0.12,0.0052,4.1,4.2,5.5,True
batch1412,Galega,3.64,46.8,14.35,0.48,31.2,40.7,2.53,12.1,10.56,302.42,0.97,8.94,1.73,0.19,0.009,3.4,3.1,3.8,False
batch1413,Arbequina,2.71,49.9,14.63,0.0,29.0,26.2,0.9,12.8,13.36,410.77,0.22,3.69,1.35,0.12,0.0043,4.0,4.0,4.6,True
batch1414,Picual,3.42,52.38,16.19,0.06,22.5,40.2,0.2,0.9,13.82,376.74,0.32,3.98,1.43,0.14,0.0048,4.8,3.8,4.5,True
batch1415,Galega,4.12,51.14,18.9,0.45,29.7,36.0,2.34,8.5,14.66,366.44,0.88,6.8,1.61,0.2,0.007,3.6,3.7,4.4,False
batch1416,Cobrançosa,2.13,52.15,16.98,0.7,25.4,50.0,0.18,11.3,11.22,268.61,1.36,7.95,1.63,0.25,0.0117,4.7,2.3,3.2,False
batch1417,Arbequina,3.88,55.39,21.96,0.26,31.4,41.3,1.14,11.8,16.51,287.38,0.62,9.33,1.7,0.17,0.0055,2.9,3.2,3.2,False
batch1418,Galega,3.1,51.65,16.34,0.54,28.6,34.4,2.23,2.1,12.52,475.93,1.03,6.16,1.57,0.2,0.0086,4.5,4.7,5.8,False
batch1419,Cobrançosa,4.38,54.08,14.55,0.25,28.6,29.3,1.75,10.8,12.37,351.51,0.57,5.02,1.55,0.16,0.0051,4.1,3.4,3.9,False
batch1420,Galega,2.34,54.62,17.6,0.2,24.8,49.7,2.57,0.3,14.48,371.15,0.6,6.83,1.59,0.15,0.0076,5.0,3.9,4.6,True
batch1421,Arbequina,4.25,56.37,21.59,0.3,20.0,34.2,2.66,8.6,13.49,284.87,0.69,2.0,1.41,0.18,0.0077,4.4,3.1,3.3,False
batch1422,Arbequina,1.83,49.97,15.4,0.08,22.8,51.9,2.78,12.4,12.44,277.08,0.43,6.27,1.58,0.14,0.0061,5.0,2.9,3.2,True
batch1423,Galega,2.85,54.28,17.53,0.43,21.2,31.6,1.33,11.7,11.48,348.75,0.83,2.0,1.36,0.16,0.008,4.4,3.7,3.7,False
batch1424,Galega,3.71,54.72,17.52,0.07,22.8,39.3,2.07,8.7,15.16,313.45,0.35,5.38,1.58,0.13,0.0075,4.4,3.3,3.6,True
batch1425,Picual,3.56,48.32,21.07,0.52,20.1,49.1,1.79,1.8,12.07,284.96,1.07,4.47,1.53,0.19,0.0088,4.6,2.9,3.7,False
batch1426,Galega,3.93,53.12,18.13,0.04,30.7,45.6,1.33,5.0,15.98,324.5,0.33,9.03,1.73,0.12,0.0051,3.1,3.5,3.9,True
batch1427,Picual,3.41,56.13,20.2,0.04,21.1,28.5,2.72,3.2,15.28,422.01,0.25,2.0,1.33,0.12,0.0043,4.7,4.1,5.1,True
batch1428,Picual,2.63,56.25,16.47,0.05,30.3,42.2,2.47,2.5,14.08,436.78,0.35,7.46,1.57,0.15,0.0065,3.4,4.3,5.4,True
batch1429,Galega,3.86,53.52,22.0,0.95,30.0,27.0,2.34,13.0,11.8,369.49,1.65,5.27,1.6,0.27,0.0124,3.6,3.7,4.3,False
batch1430,Cobrançosa,4.11,50.62,18.37,0.11,31.1,37.1,0.25,1.8,15.71,408.1,0.41,7.6,1.61,0.15,0.0052,2.8,4.2,4.8,True
batch1431,Galega,2.66,49.39,20.09,0.01,21.3,35.5,2.89,8.2,17.08,367.41,0.25,2.35,1.37,0.13,0.0052,4.6,3.6,4.4,True
batch1432,Cobrançosa,4.27,45.39,15.4,0.1,21.1,48.5,1.59,0.8,11.95,277.37,0.44,5.25,1.51,0.13,0.0063,4.6,2.5,2.8,True
batch1433,Galega,3.23,52.12,20.75,0.63,25.3,47.9,1.77,6.9,14.57,307.94,1.23,7.43,1.56,0.24,0.0091,5.0,2.9,4.0,False
batch1434,Galega,2.72,47.19,14.88,0.06,22.9,29.6,2.69,4.6,13.2,444.09,0.3,2.0,1.25,0.13,0.0051,4.9,4.1,5.6,True
batch1435,Arbequina,2.95,52.77,20.01,0.32,25.8,44.9,1.98,12.1,16.71,289.26,0.74,6.65,1.63,0.2,0.0076,4.6,2.6,3.4,False
batch1436,Cobrançosa,4.06,51.36,17.84,0.03,29.2,31.5,1.1,6.5,17.15,409.76,0.24,5.18,1.46,0.13,0.0043,3.9,4.0,4.7,True
batch1437,Arbequina,3.78,51.15,21.7,0.29,23.2,33.1,0.83,5.8,17.42,367.28,0.65,2.74,1.39,0.17,0.0069,4.3,4.0,4.2,False
batch1438,Arbequina,4.07,53.51,14.03,0.07,23.9,51.8,0.52,4.2,11.3,292.29,0.43,7.37,1.6,0.13,0.0048,4.3,3.2,3.3,True
batch1439,Cobrançosa,3.28,56.11,14.81,0.74,28.3,27.1,1.15,3.0,9.39,481.22,1.29,3.22,1.39,0.23,0.0096,4.4,4.7,5.9,False
batch1440,Galega,4.39,50.2,14.76,0.31,28.2,48.1,1.52,10.8,12.69,244.7,0.72,9.45,1.77,0.16,0.0079,4.7,2.6,2.7,False
batch1441,Picual,3.48,49.55,18.57,0.2,21.7,50.3,1.0,1.8,13.8,300.45,0.6,6.06,1.54,0.18,0.0067,4.3,2.8,3.5,True
batch1442,Galega,2.56,54.81,15.54,0.27,31.0,50.5,2.85,10.9,11.47,279.27,0.68,10.19,1.63,0.16,0.0062,3.0,2.7,3.1,False
