batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch327,Galega,2.45,56.35,17.92,0.41,31.0,49.8,2.89,11.8,12.0,292.41,0.87,10.65,1.72,0.2,0.0081,3.0,3.2,3.6,False
batch328,Arbequina,4.47,47.52,21.8,0.11,31.0,27.3,1.05,7.4,18.36,382.53,0.33,6.03,1.58,0.12,0.0059,3.1,4.0,4.6,True
batch329,Galega,2.97,48.8,16.95,0.05,22.8,32.4,1.45,1.6,15.14,443.15,0.31,2.57,1.44,0.12,0.0055,4.3,4.4,5.2,True
batch330,Cobrançosa,4.12,51.77,18.94,0.01,22.3,28.9,0.42,7.2,16.16,348.16,0.22,2.22,1.38,0.11,0.0051,4.6,3.3,4.4,True
batch331,Cobrançosa,3.42,56.75,18.47,0.09,31.2,25.5,1.11,2.0,13.82,471.93,0.31,4.77,1.47,0.14,0.0071,2.9,4.9,5.9,True
batch332,Picual,4.21,53.74,20.68,0.2,29.0,28.1,1.86,12.6,17.67,342.13,0.5,4.63,1.51,0.15,0.0063,4.0,3.4,4.5,True
batch333,Cobrançosa,4.36,46.42,18.53,0.19,26.4,26.6,0.67,12.2,16.44,323.67,0.48,3.79,1.42,0.14,0.0078,4.9,3.2,3.9,True
batch334,Arbequina,2.24,50.74,17.36,0.0,25.6,27.2,0.92,9.0,16.46,435.54,0.21,2.58,1.33,0.12,0.0067,4.6,4.1,5.3,True
batch335,Galega,1.88,47.21,20.78,0.1,28.2,28.2,1.74,3.9,19.39,540.05,0.36,3.44,1.35,0.13,0.0062,4.5,5.6,6.5,True
batch336,Galega,3.6,48.44,16.89,0.1,25.0,37.2,2.22,2.3,16.14,382.82,0.38,4.71,1.53,0.13,0.0067,4.7,3.6,4.6,True
batch337,Galega,4.19,51.79,19.19,0.25,25.4,33.4,0.04,8.2,16.7,347.41,0.58,4.18,1.46,0.15,0.0053,4.7,3.2,4.2,False
batch338,Cobrançosa,2.8,52.54,20.2,0.19,21.2,39.6,2.4,13.2,15.11,268.74,0.51,4.02,1.43,0.16,0.0056,4.3,2.7,3.1,True
batch339,Cobrançosa,4.36,54.07,16.43,0.52,20.3,32.1,2.11,10.7,9.97,296.28,0.97,2.0,1.34,0.18,0.0096,4.1,3.0,3.6,False
batch340,Galega,2.03,46.75,17.61,0.14,31.4,50.3,1.25,14.6,14.55,272.69,0.52,11.44,1.82,0.17,0.0065,2.4,2.6,3.2,True
batch341,Galega,3.46,49.0,15.7,0.05,31.1,48.9,0.09,6.2,13.9,313.11,0.36,11.15,1.77,0.11,0.0034,2.9,3.2,3.8,True
batch342,Cobrançosa,3.49,57.7,15.73,0.16,28.7,28.1,2.6,1.7,13.01,478.86,0.4,3.91,1.48,0.15,0.0071,4.4,4.9,5.7,True
batch343,Galega,3.74,51.38,17.72,0.0,22.7,43.1,0.06,11.0,15.86,272.81,0.26,5.27,1.59,0.13,0.0052,4.2,3.1,3.0,True
batch344,Cobrançosa,3.97,50.92,20.29,0.27,22.2,26.4,2.0,11.1,14.76,320.56,0.59,2.0,1.28,0.16,0.0069,4.3,3.0,3.8,False
batch345,Picual,3.68,47.13,14.83,0.11,29.4,32.5,0.32,1.4,13.72,475.62,0.39,5.11,1.58,0.13,0.0062,4.0,4.6,5.4,True
batch346,Picual,2.27,56.67,16.5,0.04,30.1,29.0,0.65,10.6,14.24,466.27,0.3,4.64,1.48,0.15,0.007,3.4,4.2,5.8,True
batch347,Galega,4.02,50.27,18.62,0.3,25.6,33.1,2.58,0.5,15.91,430.35,0.66,4.88,1.56,0.16,0.0057,5.2,4.3,5.2,False
batch348,Galega,3.23,55.82,15.92,0.0,21.1,45.4,1.26,5.8,12.73,301.77,0.29,5.69,1.45,0.15,0.0045,4.5,3.1,3.4,True
batch349,Cobrançosa,3.97,55.41,17.88,0.01,28.0,27.9,1.84,9.1,16.5,384.87,0.23,4.43,1.51,0.14,0.0058,4.5,4.3,4.7,True
batch350,Cobrançosa,3.19,57.19,16.02,0.74,25.4,54.8,1.03,0.3,8.16,311.33,1.46,8.7,1.66,0.24,0.0116,4.6,3.3,3.6,False
batch351,Cobrançosa,3.67,46.51,21.35,0.07,22.6,41.6,2.57,1.9,18.89,359.32,0.39,4.71,1.45,0.13,0.0054,4.1,3.9,4.4,True
batch352,Arbequina,3.82,47.04,17.78,0.1,31.6,35.8,0.64,9.4,14.95,338.86,0.38,8.13,1.73,0.15,0.0057,2.8,3.4,4.1,True
batch353,Picual,2.4,52.57,18.93,0.06,22.6,38.8,0.34,3.7,16.15,412.31,0.29,3.61,1.38,0.12,0.0055,4.2,4.3,4.7,True
batch354,Arbequina,2.41,57.09,21.86,0.1,29.9,54.7,2.75,8.7,15.32,301.64,0.49,10.29,1.72,0.14,0.0057,4.1,2.9,3.9,True
batch355,Picual,1.93,47.83,16.29,0.31,30.6,31.8,2.37,11.1,13.1,453.42,0.67,5.57,1.51,0.18,0.0066,3.1,4.8,5.7,False
batch356,Arbequina,4.0,49.14,18.23,0.3,21.9,36.2,0.4,8.9,13.76,304.73,0.67,3.48,1.41,0.17,0.0076,4.4,3.3,4.0,False
batch357,Cobrançosa,1.86,47.38,19.46,0.37,31.0,41.5,2.65,8.6,14.78,405.65,0.82,8.83,1.76,0.19,0.0077,3.2,4.2,4.7,False
batch358,Galega,4.03,47.05,18.09,0.06,30.6,41.0,1.22,14.4,16.5,283.7,0.36,8.38,1.67,0.14,0.0065,3.4,3.2,3.2,True
batch359,Galega,3.49,51.35,20.43,0.07,30.5,50.5,1.26,2.1,17.29,311.34,0.41,10.25,1.69,0.14,0.0065,3.2,3.1,3.6,True
batch360,Cobrançosa,3.12,54.19,14.27,0.09,20.8,35.1,2.58,6.6,10.6,369.45,0.35,2.97,1.48,0.14,0.0068,4.4,3.7,4.4,True
batch361,Cobrançosa,1.88,51.4,21.96,0.54,23.4,37.9,1.74,12.0,16.03,370.61,1.07,4.92,1.49,0.19,0.0086,4.5,3.7,4.4,False
batch362,Cobrançosa,2.92,54.65,20.74,0.08,31.2,30.0,2.12,4.0,17.78,473.65,0.31,6.29,1.52,0.14,0.0055,2.8,4.5,5.9,True
batch363,Cobrançosa,4.07,52.94,15.18,0.06,31.9,44.2,1.89,8.8,12.42,314.74,0.38,10.36,1.81,0.14,0.0066,2.6,3.1,3.8,True
batch364,Galega,3.07,46.84,17.84,0.01,28.1,44.1,2.44,6.1,17.6,374.95,0.26,7.67,1.6,0.14,0.0055,4.4,3.9,4.7,True
batch365,Cobrançosa,2.44,55.26,14.45,0.26,23.2,43.2,1.31,13.1,11.45,308.21,0.66,5.64,1.57,0.17,0.0081,4.3,3.0,3.9,False
batch366,Picual,2.37,49.21,17.63,0.21,28.6,33.0,1.23,0.0,15.72,522.28,0.58,4.54,1.55,0.17,0.007,4.3,5.0,6.3,False
batch367,Galega,4.01,49.65,16.62,0.0,20.6,47.2,1.78,6.3,12.98,246.76,0.29,4.74,1.48,0.13,0.0062,3.8,2.5,2.9,True
batch368,Galega,2.2,55.88,15.76,0.61,25.2,52.8,1.32,2.1,9.73,352.65,1.26,7.79,1.66,0.23,0.0115,4.7,3.7,4.4,False
batch369,Galega,2.92,50.23,14.83,0.08,20.8,30.5,0.95,6.6,11.3,395.78,0.32,2.0,1.34,0.13,0.0051,4.2,4.0,4.9,True
batch370,Cobrançosa,1.91,52.69,14.16,0.31,31.3,39.2,2.57,14.6,11.13,354.92,0.67,8.57,1.64,0.17,0.0072,2.7,3.1,4.2,False
batch371,Arbequina,3.38,52.1,20.21,0.32,25.8,35.2,2.29,5.8,16.84,403.09,0.71,3.97,1.47,0.17,0.0082,4.7,4.0,5.1,False
batch372,Picual,2.71,54.89,17.01,0.12,29.0,36.4,1.76,9.8,14.48,398.19,0.4,6.55,1.53,0.13,0.0063,3.7,3.7,4.9,True
batch373,Picual,2.48,55.25,15.5,0.75,31.5,47.6,1.14,8.1,9.05,337.32,1.39,10.73,1.78,0.25,0.0103,2.8,3.8,3.8,False
batch374,Picual,2.45,54.7,18.87,0.17,24.6,48.0,2.99,2.7,15.85,367.35,0.55,7.15,1.55,0.16,0.0073,4.8,3.8,4.4,True
batch375,Galega,2.38,47.36,21.34,0.72,20.1,42.7,1.71,10.5,11.68,307.48,1.32,3.26,1.39,0.25,0.0122,4.4,3.1,3.6,False
batch376,Arbequina,3.12,55.38,18.73,0.07,24.2,49.4,1.72,13.8,15.58,243.67,0.43,7.47,1.76,0.15,0.0051,4.4,2.5,2.9,True
batch377,Picual,3.89,53.8,15.61,0.18,27.3,26.5,1.27,14.7,13.07,326.76,0.5,4.12,1.48,0.13,0.0059,4.9,3.1,3.9,True
batch378,Cobrançosa,4.14,47.32,15.1,0.21,25.3,28.1,1.32,1.4,13.42,411.09,0.5,2.29,1.33,0.15,0.0054,4.9,4.2,4.8,False
batch379,Galega,3.95,52.21,15.56,0.81,25.6,43.6,0.99,6.1,9.74,316.66,1.48,6.62,1.46,0.26,0.0118,4.7,3.1,3.7,False
batch380,Galega,4.36,54.24,20.49,0.25,22.3,39.0,0.05,13.0,15.63,261.02,0.65,4.6,1.54,0.17,0.0056,4.8,2.3,2.5,False
batch381,Galega,2.1,50.07,21.77,0.05,23.1,46.3,0.71,5.1,19.58,367.01,0.37,4.86,1.49,0.14,0.0064,4.5,3.7,4.4,True
batch382,Picual,4.42,54.17,16.33,0.15,29.8,43.5,0.39,2.1,14.13,346.98,0.5,8.51,1.73,0.17,0.0067,3.6,3.3,4.3,True
batch383,Galega,2.58,56.12,16.28,0.02,24.5,28.7,1.17,12.7,14.48,374.37,0.23,2.03,1.35,0.11,0.0049,4.7,3.6,4.4,True
batch384,Galega,3.19,46.87,14.2,0.47,23.8,28.0,1.84,4.9,11.05,433.5,0.86,2.0,1.36,0.19,0.0099,4.8,4.5,5.0,False
batch385,Cobrançosa,2.72,51.29,18.64,0.19,29.5,34.0,2.87,14.0,16.81,362.74,0.51,6.13,1.46,0.15,0.007,3.4,3.4,4.5,True
batch386,Galega,3.17,57.68,15.44,0.08,27.1,34.3,2.21,0.7,13.5,453.34,0.34,4.95,1.5,0.14,0.006,5.2,4.5,5.4,True
batch387,Arbequina,3.06,47.56,21.05,0.03,25.5,43.2,2.42,6.4,20.55,342.99,0.34,5.98,1.61,0.13,0.005,4.5,3.5,4.0,True
batch388,Picual,3.78,47.68,20.22,0.19,20.2,36.1,0.13,8.2,14.42,321.48,0.49,2.48,1.36,0.16,0.0065,4.2,3.3,3.8,True
batch389,Arbequina,4.04,48.15,18.6,0.07,25.4,33.4,2.08,13.7,18.18,309.48,0.32,4.73,1.48,0.15,0.006,5.2,3.3,3.7,True
batch390,Galega,3.1,49.43,18.86,0.0,21.6,37.4,1.04,1.0,15.71,383.23,0.21,2.39,1.36,0.12,0.0048,4.6,3.6,4.8,True
batch391,Galega,3.97,57.29,17.66,0.24,22.9,40.8,0.27,7.0,13.56,305.32,0.61,4.43,1.51,0.16,0.007,4.9,3.1,3.7,False
batch392,Cobrançosa,3.55,47.35,15.33,0.22,24.5,53.0,1.92,10.1,12.05,222.48,0.66,8.98,1.7,0.17,0.0077,4.3,2.2,2.9,False
batch393,Picual,3.82,45.93,20.44,0.26,22.0,52.7,1.05,14.7,13.89,204.82,0.74,7.17,1.66,0.18,0.0076,4.5,2.0,2.6,False
batch394,Arbequina,3.6,54.03,17.69,0.06,22.1,28.4,1.48,0.2,14.42,441.68,0.3,2.0,1.33,0.14,0.0069,4.5,4.4,5.0,True
batch395,Cobrançosa,3.32,46.63,17.89,0.49,23.5,36.7,0.51,10.3,13.69,333.83,0.99,4.16,1.53,0.2,0.0091,4.7,3.1,4.3,False
batch396,Picual,3.9,49.58,17.96,0.69,28.9,47.1,2.32,10.0,12.32,279.51,1.36,9.07,1.73,0.22,0.0086,4.0,2.8,3.5,False
batch397,Arbequina,3.46,46.96,16.28,0.58,24.2,47.7,0.91,6.8,11.62,301.02,1.13,6.78,1.55,0.21,0.0099,4.5,3.1,3.4,False
batch398,Cobrançosa,3.74,47.53,14.43,0.02,27.3,50.6,2.31,10.4,13.18,237.69,0.32,9.42,1.69,0.13,0.0055,4.9,2.4,3.0,True
batch399,Picual,4.44,46.56,19.3,0.1,22.8,50.1,0.29,1.8,16.08,264.71,0.42,7.08,1.63,0.14,0.0065,4.7,2.7,3.0,True
batch400,Cobrançosa,4.03,57.38,19.74,0.0,25.1,30.7,0.27,8.0,18.14,365.16,0.2,3.61,1.46,0.14,0.0053,4.5,3.8,4.1,True
batch401,Galega,2.38,57.71,21.07,0.52,31.6,43.8,2.63,0.1,13.79,437.03,1.07,8.96,1.64,0.2,0.0094,2.6,4.3,5.3,False
batch402,Galega,3.5,56.53,21.25,0.07,28.7,53.6,0.77,8.9,16.35,263.8,0.4,10.37,1.85,0.14,0.0052,4.1,2.7,3.2,True
batch403,Picual,3.91,45.69,14.95,0.18,23.6,40.7,2.87,3.3,12.92,325.24,0.5,4.35,1.4,0.13,0.0059,4.2,3.1,3.4,True
batch404,Galega,2.32,57.4,15.75,0.13,31.2,25.3,0.6,13.2,11.43,401.53,0.39,5.57,1.56,0.14,0.0054,3.0,3.9,5.0,True
batch405,Cobrançosa,2.53,57.58,15.64,0.43,22.4,46.9,2.74,13.6,10.91,278.98,0.93,5.81,1.51,0.21,0.0085,4.4,2.6,3.2,False
batch406,Arbequina,2.88,54.94,17.58,0.97,23.5,28.7,1.91,4.0,9.62,453.57,1.65,2.15,1.43,0.26,0.0118,4.6,4.6,5.4,False
batch407,Picual,2.98,54.64,18.04,0.55,28.1,42.9,2.67,3.6,13.46,389.15,1.11,7.95,1.66,0.22,0.011,4.7,3.7,4.9,False
batch408,Galega,3.69,53.02,14.11,0.14,26.2,28.7,2.17,9.5,12.76,383.39,0.41,4.31,1.42,0.13,0.005,5.1,3.6,4.7,True
batch409,Arbequina,3.39,55.67,17.42,0.0,26.5,42.3,0.4,6.4,16.43,331.36,0.32,6.22,1.54,0.13,0.0047,5.0,3.6,4.4,True
batch410,Picual,2.03,48.37,15.53,0.46,29.3,34.5,2.65,1.6,12.47,523.79,0.86,6.07,1.57,0.2,0.0066,3.8,5.3,6.3,False
batch411,Picual,2.33,48.55,20.4,0.25,27.5,34.2,1.59,7.5,18.25,444.02,0.61,4.31,1.45,0.15,0.0062,4.8,4.4,5.2,False
batch412,Galega,2.21,55.32,16.61,0.32,22.4,43.2,0.29,13.8,12.42,319.68,0.75,4.51,1.49,0.18,0.0079,4.5,3.3,4.1,False
batch413,Picual,2.61,47.3,20.84,0.55,31.8,52.8,2.67,10.5,12.82,263.91,1.14,12.71,1.89,0.22,0.0111,2.5,2.2,3.1,False
batch414,Arbequina,3.37,46.87,16.01,0.36,22.2,28.6,0.18,12.5,12.0,351.48,0.76,2.0,1.41,0.17,0.0068,4.3,3.2,4.1,False
batch415,Arbequina,2.7,50.43,16.75,0.02,25.1,46.8,1.46,5.9,16.12,340.6,0.3,6.6,1.52,0.13,0.0049,4.9,3.4,4.2,True
batch416,Picual,3.37,56.22,20.76,0.31,23.4,30.7,1.51,5.2,15.81,406.73,0.7,2.25,1.31,0.17,0.0088,4.7,4.4,5.2,False
batch417,Arbequina,2.82,48.82,16.17,0.59,30.2,49.6,2.95,8.6,10.96,316.74,1.18,10.37,1.77,0.21,0.0101,3.2,3.1,3.9,False
batch418,Picual,4.27,50.96,17.76,0.48,24.9,44.7,1.85,8.2,14.16,277.85,0.99,6.2,1.49,0.19,0.0083,4.6,3.0,3.2,False
batch419,Cobrançosa,2.35,45.0,19.81,0.22,28.7,38.4,1.83,3.1,17.47,458.75,0.57,6.28,1.57,0.16,0.0069,4.1,4.8,5.2,False
batch420,Cobrançosa,3.23,47.43,16.49,0.2,31.5,54.7,2.0,1.5,10.94,287.12,0.63,11.56,1.77,0.15,0.0073,3.0,2.9,3.4,True
batch421,Cobrançosa,1.9,51.6,18.71,0.38,25.9,38.1,0.18,5.4,15.35,439.59,0.85,4.85,1.47,0.22,0.0075,4.7,4.6,5.0,False
batch422,Cobrançosa,2.75,56.96,16.06,0.06,20.0,46.9,2.25,9.0,10.77,293.55,0.35,3.88,1.48,0.12,0.0068,4.6,3.3,3.3,True
batch423,Cobrançosa,3.79,57.41,21.2,0.15,31.1,46.5,0.66,12.1,16.57,273.52,0.5,10.24,1.8,0.16,0.0043,2.8,2.4,3.4,True
batch424,Picual,2.3,55.9,21.05,0.54,21.4,30.6,0.6,5.5,13.2,424.13,1.02,2.0,1.35,0.19,0.0106,4.9,4.6,4.9,False
batch425,Picual,3.56,54.98,18.75,0.05,27.8,28.7,1.67,11.5,17.4,357.91,0.31,4.47,1.52,0.13,0.0048,4.6,3.6,4.7,True
batch426,Picual,2.34,54.1,17.42,0.03,30.6,54.9,1.45,11.7,12.38,253.61,0.37,11.58,1.84,0.14,0.0055,3.5,2.6,3.0,True
batch427,Cobrançosa,3.06,53.95,18.6,0.18,20.5,54.2,2.61,11.1,11.21,230.94,0.57,5.93,1.57,0.15,0.0058,3.9,2.5,2.9,True
batch428,Galega,3.14,48.08,21.31,0.03,21.7,35.0,0.45,13.7,18.47,309.04,0.28,2.63,1.35,0.14,0.0049,4.8,3.2,3.7,True
batch429,Cobrançosa,3.13,50.54,15.74,0.03,29.0,41.0,1.14,5.9,15.33,388.42,0.3,7.4,1.64,0.13,0.0051,3.7,4.1,5.0,True
batch430,Galega,2.02,52.43,18.75,0.44,30.5,49.6,0.92,10.8,13.53,338.92,0.94,9.47,1.73,0.2,0.0086,3.4,3.7,4.2,False
batch431,Galega,2.25,50.88,15.5,0.22,27.1,33.5,2.48,9.4,14.0,440.04,0.57,5.02,1.47,0.14,0.0067,4.9,4.2,5.3,False
batch432,Cobrançosa,3.78,57.46,16.27,0.66,22.4,35.8,1.79,8.4,9.77,327.37,1.21,3.55,1.43,0.23,0.0101,4.4,3.1,4.1,False
batch433,Galega,4.19,52.46,14.41,0.03,28.0,48.3,2.0,5.3,13.48,297.1,0.33,8.81,1.63,0.14,0.0065,4.7,3.2,3.6,True
batch434,Arbequina,3.96,53.46,16.16,0.15,20.6,36.5,1.77,14.7,11.68,244.92,0.47,2.92,1.25,0.18,0.0069,4.3,2.4,3.0,True
batch435,Galega,3.45,47.62,19.68,0.04,30.8,25.3,0.27,0.7,15.76,487.38,0.25,4.69,1.55,0.13,0.0054,3.3,4.8,5.9,True
batch436,Picual,4.43,54.57,18.22,0.12,26.3,37.6,2.51,8.9,16.59,284.97,0.39,5.88,1.6,0.12,0.0067,5.0,2.9,3.4,True
batch437,Arbequina,2.39,56.43,16.12,0.05,31.6,42.1,2.4,0.7,13.47,417.49,0.36,7.34,1.62,0.12,0.0053,3.0,4.3,5.1,True
batch438,Galega,3.9,57.65,19.72,0.16,25.7,36.7,2.72,9.8,16.97,319.59,0.47,5.14,1.53,0.14,0.0048,5.0,2.8,4.0,True
batch439,Cobrançosa,4.32,57.63,20.88,0.47,27.4,47.4,2.21,11.1,15.61,254.12,0.95,8.31,1.72,0.2,0.008,5.0,2.4,3.0,False
batch440,Picual,2.73,49.73,19.85,0.42,23.4,54.3,2.78,11.6,12.73,223.97,0.98,7.14,1.64,0.21,0.008,4.5,2.3,2.8,False
batch441,Arbequina,2.87,47.99,18.78,0.12,30.6,27.6,2.94,3.6,16.29,475.22,0.39,4.55,1.44,0.14,0.006,3.2,4.7,5.6,True
batch442,Picual,3.35,53.3,15.45,0.51,31.2,26.3,1.64,10.7,10.16,374.24,0.95,6.12,1.66,0.19,0.0093,2.5,4.0,4.5,False
batch443,Galega,2.19,48.72,16.97,0.51,30.3,46.6,1.58,10.1,12.94,357.73,1.04,8.96,1.72,0.21,0.007,3.2,3.9,4.1,False
batch444,Picual,1.81,45.83,14.5,0.35,27.2,31.0,0.97,6.9,12.52,506.47,0.71,4.53,1.48,0.18,0.0074,4.4,4.9,6.0,False
batch445,Cobrançosa,2.12,48.75,21.15,0.56,30.7,29.7,0.14,10.9,15.0,472.47,1.07,5.33,1.5,0.19,0.0106,3.0,4.6,5.6,False
batch446,Cobrançosa,2.7,55.21,16.98,0.74,30.2,42.9,2.69,8.7,10.91,378.4,1.36,8.6,1.72,0.23,0.0091,3.3,3.7,4.5,False
batch447,Arbequina,3.2,50.85,21.35,0.11,28.2,34.0,0.44,8.7,19.83,404.17,0.39,5.43,1.45,0.13,0.0063,4.3,4.3,4.8,True
batch448,Cobrançosa,1.94,52.85,18.52,0.18,27.6,47.1,0.34,0.1,16.75,449.6,0.55,6.7,1.64,0.17,0.0058,4.5,4.4,5.6,True
batch449,Arbequina,4.06,50.76,17.31,0.52,20.5,35.1,1.08,7.8,10.74,302.71,1.0,2.19,1.43,0.2,0.0092,4.3,3.2,3.9,False
batch450,Galega,3.48,50.74,14.12,0.46,22.6,32.1,1.28,5.9,10.47,383.02,0.92,2.0,1.37,0.19,0.0087,4.5,3.6,4.4,False
batch451,Galega,3.1,49.6,15.53,0.13,31.8,50.6,2.51,6.4,12.07,295.51,0.52,11.59,1.81,0.17,0.0069,2.8,2.9,3.4,True
batch452,Picual,2.49,52.9,15.15,0.45,30.7,26.7,1.19,3.7,10.53,500.53,0.87,4.44,1.47,0.17,0.0102,3.3,4.6,6.0,False
batch453,Picual,3.49,55.78,21.95,0.35,29.6,29.0,0.08,1.6,17.19,475.91,0.74,4.04,1.46,0.18,0.0087,3.8,4.8,5.5,False
batch454,Picual,4.32,50.04,19.34,0.1,23.7,33.9,1.14,0.3,17.26,403.94,0.31,3.42,1.41,0.13,0.0064,4.7,4.2,5.0,True
batch455,Galega,3.68,54.07,14.72,0.26,27.6,50.8,0.68,9.0,11.71,260.55,0.65,8.45,1.76,0.16,0.0075,4.5,2.7,3.1,False
batch456,Galega,3.53,45.71,21.04,0.54,29.8,53.3,2.82,4.3,13.98,289.09,1.14,10.68,1.77,0.21,0.0108,3.6,2.9,3.5,False
batch457,Cobrançosa,2.57,54.13,17.39,0.06,25.9,36.4,1.84,4.8,16.29,435.72,0.34,4.61,1.53,0.13,0.0052,4.6,4.5,4.8,True
batch458,Arbequina,3.01,54.63,20.2,0.03,20.3,44.4,0.34,13.5,14.79,262.54,0.31,5.58,1.54,0.13,0.004,4.5,2.6,3.2,True
batch459,Galega,3.87,48.66,19.39,0.0,28.0,27.7,2.52,11.4,18.93,358.43,0.19,4.02,1.4,0.13,0.0056,4.5,3.6,4.3,True
batch460,Galega,2.57,49.31,21.62,0.11,23.9,46.2,1.34,9.3,19.86,304.16,0.47,6.29,1.57,0.14,0.007,5.1,2.9,3.9,True
batch461,Arbequina,2.91,56.32,15.26,0.62,31.1,51.5,2.78,6.9,9.31,309.75,1.22,10.82,1.75,0.23,0.0124,3.0,3.0,3.9,False
batch462,Cobrançosa,4.41,52.43,20.81,0.07,25.3,33.8,0.84,8.3,19.45,332.49,0.3,5.17,1.51,0.12,0.0053,4.7,3.3,3.9,True
batch463,Galega,4.24,54.95,16.56,0.28,20.5,38.5,1.19,7.8,11.14,287.42,0.64,2.77,1.33,0.16,0.007,4.2,2.9,3.4,False
batch464,Cobrançosa,4.05,52.88,18.6,0.75,30.2,52.3,2.66,6.1,10.74,296.87,1.44,10.71,1.79,0.24,0.0111,3.3,2.7,3.6,False
batch465,Galega,2.31,53.4,19.57,0.25,24.0,26.9,1.02,5.9,15.4,466.97,0.58,2.0,1.42,0.15,0.0072,4.7,4.9,5.7,False
batch466,Picual,4.47,52.39,20.74,0.38,25.5,42.6,2.57,11.3,16.93,274.39,0.82,6.79,1.58,0.18,0.0066,5.0,3.1,3.1,False
batch467,Arbequina,3.44,52.17,19.41,0.03,28.6,55.0,1.2,6.9,15.02,279.03,0.38,10.59,1.74,0.12,0.0044,4.1,2.8,3.4,True
batch468,Picual,2.3,53.35,17.83,0.59,25.8,47.8,1.1,13.0,13.02,290.08,1.17,6.95,1.61,0.22,0.0101,5.1,2.8,3.5,False
batch469,Arbequina,4.37,46.02,20.3,0.33,26.2,39.2,2.27,13.6,17.08,276.77,0.74,6.79,1.58,0.17,0.0093,4.9,3.1,3.1,False
batch470,Cobrançosa,1.83,50.84,19.7,0.09,23.8,42.7,1.41,13.0,18.11,324.15,0.43,4.38,1.45,0.13,0.0068,4.5,3.0,3.6,True
batch471,Arbequina,3.94,53.65,15.15,0.49,24.4,32.8,0.89,6.7,11.23,360.87,0.9,3.17,1.48,0.18,0.0091,4.7,3.3,4.4,False
batch472,Galega,3.07,54.35,21.03,0.15,20.6,32.5,1.73,0.2,15.27,423.83,0.48,2.0,1.32,0.15,0.0072,4.3,4.3,4.8,True
batch473,Cobrançosa,4.3,52.67,18.07,0.22,31.8,43.0,0.38,0.1,14.2,332.57,0.62,9.01,1.67,0.15,0.0062,2.4,3.5,4.1,False
batch474,Cobrançosa,2.16,57.46,14.29,0.01,26.9,37.7,2.59,6.9,13.52,427.26,0.23,5.07,1.46,0.12,0.0036,5.2,4.0,5.2,True
batch475,Arbequina,2.66,47.72,17.51,0.19,30.2,32.6,1.55,12.9,15.51,409.37,0.5,6.06,1.48,0.16,0.0049,3.9,4.1,5.6,True
batch476,Cobrançosa,4.32,46.44,21.61,0.7,30.1,41.6,0.8,5.7,14.93,342.12,1.28,8.82,1.67,0.23,0.0103,3.6,4.1,3.8,False
batch477,Picual,2.69,48.67,18.97,0.04,30.8,27.9,2.38,2.6,16.7,503.63,0.23,5.2,1.55,0.11,0.0069,2.9,5.0,6.1,True
batch478,Arbequina,3.69,53.55,14.92,0.05,29.1,35.7,2.93,7.2,13.83,382.96,0.33,6.36,1.52,0.11,0.007,4.1,3.8,4.5,True
batch479,Picual,3.91,49.13,16.23,0.32,20.4,48.9,0.43,0.9,10.81,279.14,0.79,5.46,1.54,0.16,0.0087,4.2,3.2,3.4,False
batch480,Picual,2.91,57.42,17.78,0.66,21.4,37.8,1.0,13.3,9.83,304.73,1.2,3.42,1.4,0.23,0.0108,4.3,3.0,3.8,False
batch481,Arbequina,2.18,53.22,14.43,0.08,28.4,47.9,1.68,8.9,12.95,341.83,0.4,9.18,1.69,0.13,0.0062,4.6,3.4,4.1,True
batch482,Picual,1.97,56.1,17.29,0.61,25.6,43.8,1.16,11.9,12.0,351.65,1.18,6.63,1.6,0.22,0.0095,4.9,3.5,4.3,False
batch483,Arbequina,2.91,50.46,19.85,0.28,23.8,54.2,0.26,12.9,14.2,240.98,0.75,8.2,1.69,0.17,0.0094,4.8,2.2,2.9,False
batch484,Galega,2.0,55.29,19.99,0.03,29.3,39.0,1.65,10.5,18.51,392.28,0.3,6.36,1.54,0.13,0.0055,3.5,3.3,4.9,True
batch485,Galega,4.44,51.84,15.85,0.01,21.7,31.8,2.92,9.6,13.23,307.8,0.22,2.43,1.35,0.11,0.0031,4.4,3.1,3.9,True
batch486,Cobrançosa,3.65,55.36,19.62,0.46,26.5,34.6,0.97,6.7,14.86,384.65,0.94,4.47,1.39,0.19,0.0099,4.9,3.8,4.9,False
batch487,Cobrançosa,2.31,51.09,16.34,0.11,31.2,48.1,2.68,4.9,13.94,361.17,0.45,10.61,1.8,0.16,0.0065,3.0,3.6,4.1,True
batch488,Cobrançosa,2.15,48.12,16.03,0.11,26.7,43.9,0.92,15.0,15.15,308.17,0.42,7.39,1.55,0.14,0.0059,4.9,3.2,3.7,True
batch489,Cobrançosa,4.31,49.25,21.31,0.24,21.1,29.7,2.73,10.3,15.85,319.99,0.57,2.0,1.34,0.16,0.007,4.0,3.1,4.1,False
batch490,Picual,3.76,48.06,16.54,0.17,22.1,36.9,2.38,5.9,13.78,338.77,0.49,3.98,1.39,0.16,0.0056,4.8,3.4,3.9,True
